Delta,K,Classification
0.825879,0.075377,2
0.830854,0.075377,2
0.835829,0.075377,2
0.840804,0.075377,2
0.845779,0.075377,2
0.850754,0.075377,2
0.855729,0.075377,2
0.860704,0.075377,2
0.865678,0.075377,2
0.870653,0.075377,2
0.875628,0.075377,2
0.880603,0.075377,2
0.885578,0.075377,2
0.890553,0.075377,2
0.895528,0.075377,2
0.900503,0.075377,2
0.905477,0.075377,2
0.910452,0.075377,2
0.915427,0.075377,2
0.920402,0.075377,2
0.925377,0.075377,2
0.930352,0.075377,2
0.935327,0.075377,2
0.940302,0.075377,2
0.945276,0.075377,2
0.950251,0.075377,2
0.955226,0.075377,2
0.960201,0.075377,2
0.965176,0.075377,2
0.970151,0.075377,2
0.975126,0.075377,2
0.980101,0.075377,2
0.985075,0.075377,2
0.990050,0.075377,2
0.995025,0.075377,2
1.000000,0.075377,2
0.010000,0.090452,2
0.014975,0.090452,2
0.019950,0.090452,2
0.024925,0.090452,2
0.029899,0.090452,2
0.034874,0.090452,2
0.039849,0.090452,2
0.044824,0.090452,2
0.049799,0.090452,2
0.054774,0.090452,2
0.059749,0.090452,2
0.064724,0.090452,2
0.069698,0.090452,2
0.074673,0.090452,2
0.079648,0.090452,2
0.084623,0.090452,2
0.089598,0.090452,2
0.094573,0.090452,2
0.099548,0.090452,2
0.104523,0.090452,2
0.109497,0.090452,2
0.114472,0.090452,2
0.119447,0.090452,2
0.124422,0.090452,2
0.129397,0.090452,2
0.134372,0.090452,2
0.139347,0.090452,2
0.144322,0.090452,2
0.149296,0.090452,2
0.154271,0.090452,2
0.159246,0.090452,1
0.164221,0.090452,1
0.169196,0.090452,1
0.174171,0.090452,1
0.179146,0.090452,1
0.184121,0.090452,1
0.189095,0.090452,1
0.194070,0.090452,1
0.199045,0.090452,1
0.204020,0.090452,1
0.208995,0.090452,1
0.213970,0.090452,1
0.218945,0.090452,1
0.223920,0.090452,1
0.228894,0.090452,1
0.233869,0.090452,1
0.238844,0.090452,1
0.243819,0.090452,1
0.248794,0.090452,1
0.253769,0.090452,1
0.258744,0.090452,1
0.263719,0.090452,1
0.268693,0.090452,1
0.273668,0.090452,1
0.278643,0.090452,2
0.283618,0.090452,2
0.288593,0.090452,2
0.293568,0.090452,2
0.298543,0.090452,2
0.303518,0.090452,2
0.308492,0.090452,2
0.313467,0.090452,2
0.318442,0.090452,2
0.323417,0.090452,2
0.328392,0.090452,2
0.333367,0.090452,2
0.338342,0.090452,2
0.343317,0.090452,2
0.348291,0.090452,2
0.353266,0.090452,2
0.358241,0.090452,2
0.363216,0.090452,2
0.368191,0.090452,2
0.373166,0.090452,2
0.378141,0.090452,2
0.383116,0.090452,2
0.388090,0.090452,2
0.393065,0.090452,2
0.398040,0.090452,2
0.403015,0.090452,2
0.407990,0.090452,2
0.412965,0.090452,2
0.417940,0.090452,2
0.422915,0.090452,2
0.427889,0.090452,2
0.432864,0.090452,2
0.437839,0.090452,2
0.442814,0.090452,2
0.447789,0.090452,2
0.452764,0.090452,2
0.457739,0.090452,2
0.462714,0.090452,2
0.467688,0.090452,2
0.472663,0.090452,2
0.477638,0.090452,2
0.482613,0.090452,2
0.487588,0.090452,2
0.492563,0.090452,2
0.497538,0.090452,2
0.502513,0.090452,2
0.507487,0.090452,2
0.512462,0.090452,2
0.517437,0.090452,2
0.522412,0.090452,2
0.527387,0.090452,2
0.532362,0.090452,2
0.537337,0.090452,2
0.542312,0.090452,2
0.547286,0.090452,2
0.552261,0.090452,2
0.557236,0.090452,2
0.562211,0.090452,2
0.567186,0.090452,2
0.572161,0.090452,2
0.577136,0.090452,2
0.582111,0.090452,2
0.587085,0.090452,2
0.592060,0.090452,2
0.597035,0.090452,2
0.602010,0.090452,2
0.606985,0.090452,2
0.611960,0.090452,2
0.616935,0.090452,2
0.621910,0.090452,2
0.626884,0.090452,2
0.631859,0.090452,2
0.636834,0.090452,2
0.641809,0.090452,2
0.646784,0.090452,2
0.651759,0.090452,2
0.656734,0.090452,2
0.661709,0.090452,2
0.666683,0.090452,2
0.671658,0.090452,2
0.676633,0.090452,2
0.681608,0.090452,2
0.686583,0.090452,2
0.691558,0.090452,2
0.696533,0.090452,2
0.701508,0.090452,2
0.706482,0.090452,2
0.711457,0.090452,2
0.716432,0.090452,2
0.721407,0.090452,2
0.726382,0.090452,2
0.731357,0.090452,2
0.736332,0.090452,2
0.741307,0.090452,2
0.746281,0.090452,2
0.751256,0.090452,2
0.756231,0.090452,2
0.761206,0.090452,2
0.766181,0.090452,2
0.771156,0.090452,2
0.776131,0.090452,2
0.781106,0.090452,2
0.786080,0.090452,2
0.791055,0.090452,2
0.796030,0.090452,2
0.801005,0.090452,2
0.805980,0.090452,2
0.810955,0.090452,2
0.815930,0.090452,2
0.820905,0.090452,2
0.825879,0.090452,2
0.830854,0.090452,2
0.835829,0.090452,2
0.840804,0.090452,2
0.845779,0.090452,2
0.850754,0.090452,2
0.855729,0.090452,2
0.860704,0.090452,2
0.865678,0.090452,2
0.870653,0.090452,2
0.875628,0.090452,2
0.880603,0.090452,2
0.885578,0.090452,2
0.890553,0.090452,2
0.895528,0.090452,2
0.900503,0.090452,2
0.905477,0.090452,2
0.910452,0.090452,2
0.915427,0.090452,2
0.920402,0.090452,2
0.925377,0.090452,2
0.930352,0.090452,2
0.935327,0.090452,2
0.940302,0.090452,2
0.945276,0.090452,2
0.950251,0.090452,2
0.955226,0.090452,2
0.960201,0.090452,2
0.965176,0.090452,2
0.970151,0.090452,2
0.975126,0.090452,2
0.980101,0.090452,2
0.985075,0.090452,2
0.990050,0.090452,2
0.995025,0.090452,2
1.000000,0.090452,2
0.010000,0.105528,2
0.014975,0.105528,2
0.019950,0.105528,2
0.024925,0.105528,2
0.029899,0.105528,2
0.034874,0.105528,2
0.039849,0.105528,2
0.044824,0.105528,2
0.049799,0.105528,2
0.054774,0.105528,2
0.059749,0.105528,2
0.064724,0.105528,2
0.069698,0.105528,2
0.074673,0.105528,2
0.079648,0.105528,2
0.084623,0.105528,2
0.089598,0.105528,2
0.094573,0.105528,2
0.099548,0.105528,2
0.104523,0.105528,2
0.109497,0.105528,2
0.114472,0.105528,2
0.119447,0.105528,2
0.124422,0.105528,2
0.129397,0.105528,2
0.134372,0.105528,2
0.139347,0.105528,2
0.144322,0.105528,2
0.149296,0.105528,2
0.154271,0.105528,1
0.159246,0.105528,1
0.164221,0.105528,1
0.169196,0.105528,1
0.174171,0.105528,1
0.179146,0.105528,1
0.184121,0.105528,1
0.189095,0.105528,1
0.194070,0.105528,1
0.199045,0.105528,1
0.204020,0.105528,1
0.208995,0.105528,1
0.213970,0.105528,1
0.218945,0.105528,1
0.223920,0.105528,1
0.228894,0.105528,1
0.233869,0.105528,1
0.238844,0.105528,1
0.243819,0.105528,1
0.248794,0.105528,1
0.253769,0.105528,1
0.258744,0.105528,1
0.263719,0.105528,1
0.268693,0.105528,1
0.273668,0.105528,1
0.278643,0.105528,1
0.283618,0.105528,1
0.288593,0.105528,2
0.293568,0.105528,2
0.298543,0.105528,2
0.303518,0.105528,2
0.308492,0.105528,2
0.313467,0.105528,2
0.318442,0.105528,2
0.323417,0.105528,2
0.328392,0.105528,2
0.333367,0.105528,2
0.338342,0.105528,2
0.343317,0.105528,2
0.348291,0.105528,2
0.353266,0.105528,2
0.358241,0.105528,2
0.363216,0.105528,2
0.368191,0.105528,2
0.373166,0.105528,2
0.378141,0.105528,2
0.383116,0.105528,2
0.388090,0.105528,2
0.393065,0.105528,2
0.398040,0.105528,2
0.403015,0.105528,2
0.407990,0.105528,2
0.412965,0.105528,2
0.417940,0.105528,2
0.422915,0.105528,2
0.427889,0.105528,2
0.432864,0.105528,2
0.437839,0.105528,2
0.442814,0.105528,2
0.447789,0.105528,2
0.452764,0.105528,2
0.457739,0.105528,2
0.462714,0.105528,2
0.467688,0.105528,2
0.472663,0.105528,2
0.477638,0.105528,2
0.482613,0.105528,2
0.487588,0.105528,2
0.492563,0.105528,2
0.497538,0.105528,2
0.502513,0.105528,2
0.507487,0.105528,2
0.512462,0.105528,2
0.517437,0.105528,2
0.522412,0.105528,2
0.527387,0.105528,2
0.532362,0.105528,2
0.537337,0.105528,2
0.542312,0.105528,2
0.547286,0.105528,2
0.552261,0.105528,2
0.557236,0.105528,2
0.562211,0.105528,2
0.567186,0.105528,2
0.572161,0.105528,2
0.577136,0.105528,2
0.582111,0.105528,2
0.587085,0.105528,2
0.592060,0.105528,2
0.597035,0.105528,2
0.602010,0.105528,2
0.606985,0.105528,2
0.611960,0.105528,2
0.616935,0.105528,2
0.621910,0.105528,2
0.626884,0.105528,2
0.631859,0.105528,2
0.636834,0.105528,2
0.641809,0.105528,2
0.646784,0.105528,2
0.651759,0.105528,2
0.656734,0.105528,2
0.661709,0.105528,2
0.666683,0.105528,2
0.671658,0.105528,2
0.676633,0.105528,2
0.681608,0.105528,2
0.686583,0.105528,2
0.691558,0.105528,2
0.696533,0.105528,2
0.701508,0.105528,2
0.706482,0.105528,2
0.711457,0.105528,2
0.716432,0.105528,2
0.721407,0.105528,2
0.726382,0.105528,2
0.731357,0.105528,2
0.736332,0.105528,2
0.741307,0.105528,2
0.746281,0.105528,2
0.751256,0.105528,2
0.756231,0.105528,2
0.761206,0.105528,2
0.766181,0.105528,2
0.771156,0.105528,2
0.776131,0.105528,2
0.781106,0.105528,2
0.786080,0.105528,2
0.791055,0.105528,2
0.796030,0.105528,2
0.801005,0.105528,2
0.805980,0.105528,2
0.810955,0.105528,2
0.815930,0.105528,2
0.820905,0.105528,2
0.825879,0.105528,2
0.830854,0.105528,2
0.835829,0.105528,2
0.840804,0.105528,2
0.845779,0.105528,2
0.850754,0.105528,2
0.855729,0.105528,2
0.860704,0.105528,2
0.865678,0.105528,2
0.870653,0.105528,2
0.875628,0.105528,2
0.880603,0.105528,2
0.885578,0.105528,2
0.890553,0.105528,2
0.895528,0.105528,2
0.900503,0.105528,2
0.905477,0.105528,2
0.910452,0.105528,2
0.915427,0.105528,2
0.920402,0.105528,2
0.925377,0.105528,2
0.930352,0.105528,2
0.935327,0.105528,2
0.940302,0.105528,2
0.945276,0.105528,2
0.950251,0.105528,2
0.955226,0.105528,2
0.960201,0.105528,2
0.965176,0.105528,2
0.970151,0.105528,2
0.975126,0.105528,2
0.980101,0.105528,2
0.985075,0.105528,2
0.990050,0.105528,2
0.995025,0.105528,2
1.000000,0.105528,2
0.010000,0.120603,2
0.014975,0.120603,2
0.019950,0.120603,2
0.024925,0.120603,2
0.029899,0.120603,2
0.034874,0.120603,2
0.039849,0.120603,2
0.044824,0.120603,2
0.049799,0.120603,2
0.054774,0.120603,2
0.059749,0.120603,2
0.064724,0.120603,2
0.069698,0.120603,2
0.074673,0.120603,2
0.079648,0.120603,2
0.084623,0.120603,2
0.089598,0.120603,2
0.094573,0.120603,2
0.099548,0.120603,2
0.104523,0.120603,2
0.109497,0.120603,2
0.114472,0.120603,2
0.119447,0.120603,2
0.124422,0.120603,2
0.129397,0.120603,2
0.134372,0.120603,2
0.139347,0.120603,2
0.144322,0.120603,2
0.149296,0.120603,2
0.154271,0.120603,1
0.159246,0.120603,1
0.164221,0.120603,1
0.169196,0.120603,1
0.174171,0.120603,1
0.179146,0.120603,1
0.184121,0.120603,1
0.189095,0.120603,1
0.194070,0.120603,1
0.199045,0.120603,1
0.204020,0.120603,1
0.208995,0.120603,1
0.213970,0.120603,1
0.218945,0.120603,1
0.223920,0.120603,1
0.228894,0.120603,1
0.233869,0.120603,1
0.238844,0.120603,1
0.243819,0.120603,1
0.248794,0.120603,1
0.253769,0.120603,1
0.258744,0.120603,1
0.263719,0.120603,1
0.268693,0.120603,1
0.273668,0.120603,1
0.278643,0.120603,1
0.283618,0.120603,1
0.288593,0.120603,1
0.293568,0.120603,2
0.298543,0.120603,2
0.303518,0.120603,2
0.308492,0.120603,2
0.313467,0.120603,2
0.318442,0.120603,2
0.323417,0.120603,2
0.328392,0.120603,2
0.333367,0.120603,2
0.338342,0.120603,2
0.343317,0.120603,2
0.348291,0.120603,2
0.353266,0.120603,2
0.358241,0.120603,2
0.363216,0.120603,2
0.368191,0.120603,2
0.373166,0.120603,2
0.378141,0.120603,2
0.383116,0.120603,2
0.388090,0.120603,2
0.393065,0.120603,2
0.398040,0.120603,2
0.403015,0.120603,2
0.407990,0.120603,2
0.412965,0.120603,2
0.417940,0.120603,2
0.422915,0.120603,2
0.427889,0.120603,2
0.432864,0.120603,2
0.437839,0.120603,2
0.442814,0.120603,2
0.447789,0.120603,2
0.452764,0.120603,2
0.457739,0.120603,2
0.462714,0.120603,2
0.467688,0.120603,2
0.472663,0.120603,2
0.477638,0.120603,2
0.482613,0.120603,2
0.487588,0.120603,2
0.492563,0.120603,2
0.497538,0.120603,2
0.502513,0.120603,2
0.507487,0.120603,2
0.512462,0.120603,2
0.517437,0.120603,2
0.522412,0.120603,2
0.527387,0.120603,2
0.532362,0.120603,2
0.537337,0.120603,2
0.542312,0.120603,2
0.547286,0.120603,2
0.552261,0.120603,2
0.557236,0.120603,2
0.562211,0.120603,2
0.567186,0.120603,2
0.572161,0.120603,2
0.577136,0.120603,2
0.582111,0.120603,2
0.587085,0.120603,2
0.592060,0.120603,2
0.597035,0.120603,2
0.602010,0.120603,2
0.606985,0.120603,2
0.611960,0.120603,2
0.616935,0.120603,2
0.621910,0.120603,2
0.626884,0.120603,2
0.631859,0.120603,2
0.636834,0.120603,2
0.641809,0.120603,2
0.646784,0.120603,2
0.651759,0.120603,2
0.656734,0.120603,2
0.661709,0.120603,2
0.666683,0.120603,2
0.671658,0.120603,2
0.676633,0.120603,2
0.681608,0.120603,2
0.686583,0.120603,2
0.691558,0.120603,2
0.696533,0.120603,2
0.701508,0.120603,2
0.706482,0.120603,2
0.711457,0.120603,2
0.716432,0.120603,2
0.721407,0.120603,2
0.726382,0.120603,2
0.731357,0.120603,2
0.736332,0.120603,2
0.741307,0.120603,2
0.746281,0.120603,2
0.751256,0.120603,2
0.756231,0.120603,2
0.761206,0.120603,2
0.766181,0.120603,2
0.771156,0.120603,2
0.776131,0.120603,2
0.781106,0.120603,2
0.786080,0.120603,2
0.791055,0.120603,2
0.796030,0.120603,2
0.801005,0.120603,2
0.805980,0.120603,2
0.810955,0.120603,2
0.815930,0.120603,2
0.820905,0.120603,2
0.825879,0.120603,2
0.830854,0.120603,2
0.835829,0.120603,2
0.840804,0.120603,2
0.845779,0.120603,2
0.850754,0.120603,2
0.855729,0.120603,2
0.860704,0.120603,2
0.865678,0.120603,2
0.870653,0.120603,2
0.875628,0.120603,2
0.880603,0.120603,2
0.885578,0.120603,2
0.890553,0.120603,2
0.895528,0.120603,2
0.900503,0.120603,2
0.905477,0.120603,2
0.910452,0.120603,2
0.915427,0.120603,2
0.920402,0.120603,2
0.925377,0.120603,2
0.930352,0.120603,2
0.935327,0.120603,2
0.940302,0.120603,2
0.945276,0.120603,2
0.950251,0.120603,2
0.955226,0.120603,2
0.960201,0.120603,2
0.965176,0.120603,2
0.970151,0.120603,2
0.975126,0.120603,2
0.980101,0.120603,2
0.985075,0.120603,2
0.990050,0.120603,2
0.995025,0.120603,2
1.000000,0.120603,2
0.010000,0.135678,2
0.014975,0.135678,2
0.019950,0.135678,2
0.024925,0.135678,2
0.029899,0.135678,2
0.034874,0.135678,2
0.039849,0.135678,2
0.044824,0.135678,2
0.049799,0.135678,2
0.054774,0.135678,2
0.059749,0.135678,2
0.064724,0.135678,2
0.069698,0.135678,2
0.074673,0.135678,2
0.079648,0.135678,2
0.084623,0.135678,2
0.089598,0.135678,2
0.094573,0.135678,2
0.099548,0.135678,2
0.104523,0.135678,2
0.109497,0.135678,2
0.114472,0.135678,2
0.119447,0.135678,2
0.124422,0.135678,2
0.129397,0.135678,2
0.134372,0.135678,2
0.139347,0.135678,2
0.144322,0.135678,2
0.149296,0.135678,1
0.154271,0.135678,1
0.159246,0.135678,1
0.164221,0.135678,1
0.169196,0.135678,1
0.174171,0.135678,1
0.179146,0.135678,1
0.184121,0.135678,1
0.189095,0.135678,1
0.194070,0.135678,1
0.199045,0.135678,1
0.204020,0.135678,1
0.208995,0.135678,1
0.213970,0.135678,1
0.218945,0.135678,1
0.223920,0.135678,1
0.228894,0.135678,1
0.233869,0.135678,1
0.238844,0.135678,1
0.243819,0.135678,1
0.248794,0.135678,1
0.253769,0.135678,1
0.258744,0.135678,1
0.263719,0.135678,1
0.268693,0.135678,1
0.273668,0.135678,1
0.278643,0.135678,1
0.283618,0.135678,1
0.288593,0.135678,1
0.293568,0.135678,1
0.298543,0.135678,1
0.303518,0.135678,2
0.308492,0.135678,2
0.313467,0.135678,2
0.318442,0.135678,2
0.323417,0.135678,2
0.328392,0.135678,2
0.333367,0.135678,2
0.338342,0.135678,2
0.343317,0.135678,2
0.348291,0.135678,2
0.353266,0.135678,2
0.358241,0.135678,2
0.363216,0.135678,2
0.368191,0.135678,2
0.373166,0.135678,2
0.378141,0.135678,2
0.383116,0.135678,2
0.388090,0.135678,2
0.393065,0.135678,2
0.398040,0.135678,2
0.403015,0.135678,2
0.407990,0.135678,2
0.412965,0.135678,2
0.417940,0.135678,2
0.422915,0.135678,2
0.427889,0.135678,2
0.432864,0.135678,2
0.437839,0.135678,2
0.442814,0.135678,2
0.447789,0.135678,2
0.452764,0.135678,2
0.457739,0.135678,2
0.462714,0.135678,2
0.467688,0.135678,2
0.472663,0.135678,2
0.477638,0.135678,2
0.482613,0.135678,2
0.487588,0.135678,2
0.492563,0.135678,2
0.497538,0.135678,2
0.502513,0.135678,2
0.507487,0.135678,2
0.512462,0.135678,2
0.517437,0.135678,2
0.522412,0.135678,2
0.527387,0.135678,2
0.532362,0.135678,2
0.537337,0.135678,2
0.542312,0.135678,2
0.547286,0.135678,2
0.552261,0.135678,2
0.557236,0.135678,2
0.562211,0.135678,2
0.567186,0.135678,2
0.572161,0.135678,2
0.577136,0.135678,2
0.582111,0.135678,2
0.587085,0.135678,2
0.592060,0.135678,2
0.597035,0.135678,2
0.602010,0.135678,2
0.606985,0.135678,2
0.611960,0.135678,2
0.616935,0.135678,2
0.621910,0.135678,2
0.626884,0.135678,2
0.631859,0.135678,2
0.636834,0.135678,2
0.641809,0.135678,2
0.646784,0.135678,2
0.651759,0.135678,2
0.656734,0.135678,2
0.661709,0.135678,2
0.666683,0.135678,2
0.671658,0.135678,2
0.676633,0.135678,2
0.681608,0.135678,2
0.686583,0.135678,2
0.691558,0.135678,2
0.696533,0.135678,2
0.701508,0.135678,2
0.706482,0.135678,2
0.711457,0.135678,2
0.716432,0.135678,2
0.721407,0.135678,2
0.726382,0.135678,2
0.731357,0.135678,2
0.736332,0.135678,2
0.741307,0.135678,2
0.746281,0.135678,2
0.751256,0.135678,2
0.756231,0.135678,2
0.761206,0.135678,2
0.766181,0.135678,2
0.771156,0.135678,2
0.776131,0.135678,2
0.781106,0.135678,2
0.786080,0.135678,2
0.791055,0.135678,2
0.796030,0.135678,2
0.801005,0.135678,2
0.805980,0.135678,2
0.810955,0.135678,2
0.815930,0.135678,2
0.820905,0.135678,2
0.825879,0.135678,2
0.830854,0.135678,2
0.835829,0.135678,2
0.840804,0.135678,2
0.845779,0.135678,2
0.850754,0.135678,2
0.855729,0.135678,2
0.860704,0.135678,2
0.865678,0.135678,2
0.870653,0.135678,2
0.875628,0.135678,2
0.880603,0.135678,2
0.885578,0.135678,2
0.890553,0.135678,2
0.895528,0.135678,2
0.900503,0.135678,2
0.905477,0.135678,2
0.910452,0.135678,2
0.915427,0.135678,2
0.920402,0.135678,2
0.925377,0.135678,2
0.930352,0.135678,2
0.935327,0.135678,2
0.940302,0.135678,2
0.945276,0.135678,2
0.950251,0.135678,2
0.955226,0.135678,2
0.960201,0.135678,2
0.965176,0.135678,2
0.970151,0.135678,2
0.975126,0.135678,2
0.980101,0.135678,2
0.985075,0.135678,2
0.990050,0.135678,2
0.995025,0.135678,2
1.000000,0.135678,2
0.010000,0.150754,2
0.014975,0.150754,2
0.019950,0.150754,2
0.024925,0.150754,2
0.029899,0.150754,2
0.034874,0.150754,2
0.039849,0.150754,2
0.044824,0.150754,2
0.049799,0.150754,2
0.054774,0.150754,2
0.059749,0.150754,2
0.064724,0.150754,2
0.069698,0.150754,2
0.074673,0.150754,2
0.079648,0.150754,2
0.084623,0.150754,2
0.089598,0.150754,2
0.094573,0.150754,2
0.099548,0.150754,2
0.104523,0.150754,2
0.109497,0.150754,2
0.114472,0.150754,2
0.119447,0.150754,2
0.124422,0.150754,2
0.129397,0.150754,2
0.134372,0.150754,2
0.139347,0.150754,2
0.144322,0.150754,2
0.149296,0.150754,1
0.154271,0.150754,1
0.159246,0.150754,1
0.164221,0.150754,1
0.169196,0.150754,1
0.174171,0.150754,1
0.179146,0.150754,1
0.184121,0.150754,1
0.189095,0.150754,1
0.194070,0.150754,1
0.199045,0.150754,1
0.204020,0.150754,1
0.208995,0.150754,1
0.213970,0.150754,1
0.218945,0.150754,1
0.223920,0.150754,1
0.228894,0.150754,1
0.233869,0.150754,1
0.238844,0.150754,1
0.243819,0.150754,1
0.248794,0.150754,1
0.253769,0.150754,1
0.258744,0.150754,1
0.263719,0.150754,1
0.268693,0.150754,1
0.273668,0.150754,1
0.278643,0.150754,1
0.283618,0.150754,1
0.288593,0.150754,1
0.293568,0.150754,1
0.298543,0.150754,1
0.303518,0.150754,1
0.308492,0.150754,2
0.313467,0.150754,2
0.318442,0.150754,2
0.323417,0.150754,2
0.328392,0.150754,2
0.333367,0.150754,2
0.338342,0.150754,2
0.343317,0.150754,2
0.348291,0.150754,2
0.353266,0.150754,2
0.358241,0.150754,2
0.363216,0.150754,2
0.368191,0.150754,2
0.373166,0.150754,2
0.378141,0.150754,2
0.383116,0.150754,2
0.388090,0.150754,2
0.393065,0.150754,2
0.398040,0.150754,2
0.403015,0.150754,2
0.407990,0.150754,2
0.412965,0.150754,2
0.417940,0.150754,2
0.422915,0.150754,2
0.427889,0.150754,2
0.432864,0.150754,2
0.437839,0.150754,2
0.442814,0.150754,2
0.447789,0.150754,2
0.452764,0.150754,2
0.457739,0.150754,2
0.462714,0.150754,2
0.467688,0.150754,2
0.472663,0.150754,2
0.477638,0.150754,2
0.482613,0.150754,2
0.487588,0.150754,2
0.492563,0.150754,2
0.497538,0.150754,2
0.502513,0.150754,2
0.507487,0.150754,2
0.512462,0.150754,2
0.517437,0.150754,2
0.522412,0.150754,2
0.527387,0.150754,2
0.532362,0.150754,2
0.537337,0.150754,2
0.542312,0.150754,2
0.547286,0.150754,2
0.552261,0.150754,2
0.557236,0.150754,2
0.562211,0.150754,2
0.567186,0.150754,2
0.572161,0.150754,2
0.577136,0.150754,2
0.582111,0.150754,2
0.587085,0.150754,2
0.592060,0.150754,2
0.597035,0.150754,2
0.602010,0.150754,2
0.606985,0.150754,2
0.611960,0.150754,2
0.616935,0.150754,2
0.621910,0.150754,2
0.626884,0.150754,2
0.631859,0.150754,2
0.636834,0.150754,2
0.641809,0.150754,2
0.646784,0.150754,2
0.651759,0.150754,2
0.656734,0.150754,2
0.661709,0.150754,2
0.666683,0.150754,2
0.671658,0.150754,2
0.676633,0.150754,2
0.681608,0.150754,2
0.686583,0.150754,2
0.691558,0.150754,2
0.696533,0.150754,2
0.701508,0.150754,2
0.706482,0.150754,2
0.711457,0.150754,2
0.716432,0.150754,2
0.721407,0.150754,2
0.726382,0.150754,2
0.731357,0.150754,2
0.736332,0.150754,2
0.741307,0.150754,2
0.746281,0.150754,2
0.751256,0.150754,2
0.756231,0.150754,2
0.761206,0.150754,2
0.766181,0.150754,2
0.771156,0.150754,2
0.776131,0.150754,2
0.781106,0.150754,2
0.786080,0.150754,2
0.791055,0.150754,2
0.796030,0.150754,2
0.801005,0.150754,2
0.805980,0.150754,2
0.810955,0.150754,2
0.815930,0.150754,2
0.820905,0.150754,2
0.825879,0.150754,2
0.830854,0.150754,2
0.835829,0.150754,2
0.840804,0.150754,2
0.845779,0.150754,2
0.850754,0.150754,2
0.855729,0.150754,2
0.860704,0.150754,2
0.865678,0.150754,2
0.870653,0.150754,2
0.875628,0.150754,2
0.880603,0.150754,2
0.885578,0.150754,2
0.890553,0.150754,2
0.895528,0.150754,2
0.900503,0.150754,2
0.905477,0.150754,2
0.910452,0.150754,2
0.915427,0.150754,2
0.920402,0.150754,2
0.925377,0.150754,2
0.930352,0.150754,2
0.935327,0.150754,2
0.940302,0.150754,2
0.945276,0.150754,2
0.950251,0.150754,2
0.955226,0.150754,2
0.960201,0.150754,2
0.965176,0.150754,2
0.970151,0.150754,2
0.975126,0.150754,2
0.980101,0.150754,2
0.985075,0.150754,2
0.990050,0.150754,2
0.995025,0.150754,2
1.000000,0.150754,2
0.010000,0.165829,2
0.014975,0.165829,2
0.019950,0.165829,2
0.024925,0.165829,2
0.029899,0.165829,2
0.034874,0.165829,2
0.039849,0.165829,2
0.044824,0.165829,2
0.049799,0.165829,2
0.054774,0.165829,2
0.059749,0.165829,2
0.064724,0.165829,2
0.069698,0.165829,2
0.074673,0.165829,2
0.079648,0.165829,2
0.084623,0.165829,2
0.089598,0.165829,2
0.094573,0.165829,2
0.099548,0.165829,2
0.104523,0.165829,2
0.109497,0.165829,2
0.114472,0.165829,2
0.119447,0.165829,2
0.124422,0.165829,2
0.129397,0.165829,2
0.134372,0.165829,2
0.139347,0.165829,2
0.144322,0.165829,1
0.149296,0.165829,1
0.154271,0.165829,1
0.159246,0.165829,1
0.164221,0.165829,1
0.169196,0.165829,1
0.174171,0.165829,1
0.179146,0.165829,1
0.184121,0.165829,1
0.189095,0.165829,1
0.194070,0.165829,1
0.199045,0.165829,1
0.204020,0.165829,1
0.208995,0.165829,1
0.213970,0.165829,1
0.218945,0.165829,1
0.223920,0.165829,1
0.228894,0.165829,1
0.233869,0.165829,1
0.238844,0.165829,1
0.243819,0.165829,1
0.248794,0.165829,1
