Delta,K,Classification
0.845779,0.527638,2
0.850754,0.527638,2
0.855729,0.527638,2
0.860704,0.527638,2
0.865678,0.527638,2
0.870653,0.527638,2
0.875628,0.527638,2
0.880603,0.527638,2
0.885578,0.527638,2
0.890553,0.527638,2
0.895528,0.527638,2
0.900503,0.527638,2
0.905477,0.527638,2
0.910452,0.527638,2
0.915427,0.527638,2
0.920402,0.527638,2
0.925377,0.527638,2
0.930352,0.527638,2
0.935327,0.527638,2
0.940302,0.527638,2
0.945276,0.527638,2
0.950251,0.527638,2
0.955226,0.527638,2
0.960201,0.527638,2
0.965176,0.527638,2
0.970151,0.527638,2
0.975126,0.527638,2
0.980101,0.527638,2
0.985075,0.527638,2
0.990050,0.527638,2
0.995025,0.527638,2
1.000000,0.527638,2
0.010000,0.542714,2
0.014975,0.542714,2
0.019950,0.542714,2
0.024925,0.542714,2
0.029899,0.542714,2
0.034874,0.542714,2
0.039849,0.542714,2
0.044824,0.542714,2
0.049799,0.542714,2
0.054774,0.542714,2
0.059749,0.542714,2
0.064724,0.542714,2
0.069698,0.542714,2
0.074673,0.542714,2
0.079648,0.542714,2
0.084623,0.542714,2
0.089598,0.542714,2
0.094573,0.542714,2
0.099548,0.542714,2
0.104523,0.542714,2
0.109497,0.542714,2
0.114472,0.542714,2
0.119447,0.542714,1
0.124422,0.542714,1
0.129397,0.542714,1
0.134372,0.542714,1
0.139347,0.542714,1
0.144322,0.542714,1
0.149296,0.542714,1
0.154271,0.542714,1
0.159246,0.542714,1
0.164221,0.542714,1
0.169196,0.542714,1
0.174171,0.542714,1
0.179146,0.542714,1
0.184121,0.542714,1
0.189095,0.542714,1
0.194070,0.542714,1
0.199045,0.542714,1
0.204020,0.542714,1
0.208995,0.542714,1
0.213970,0.542714,1
0.218945,0.542714,1
0.223920,0.542714,1
0.228894,0.542714,1
0.233869,0.542714,1
0.238844,0.542714,1
0.243819,0.542714,1
0.248794,0.542714,1
0.253769,0.542714,1
0.258744,0.542714,1
0.263719,0.542714,1
0.268693,0.542714,1
0.273668,0.542714,1
0.278643,0.542714,1
0.283618,0.542714,1
0.288593,0.542714,1
0.293568,0.542714,1
0.298543,0.542714,1
0.303518,0.542714,1
0.308492,0.542714,1
0.313467,0.542714,1
0.318442,0.542714,1
0.323417,0.542714,1
0.328392,0.542714,1
0.333367,0.542714,1
0.338342,0.542714,1
0.343317,0.542714,1
0.348291,0.542714,1
0.353266,0.542714,1
0.358241,0.542714,1
0.363216,0.542714,1
0.368191,0.542714,1
0.373166,0.542714,1
0.378141,0.542714,1
0.383116,0.542714,1
0.388090,0.542714,1
0.393065,0.542714,1
0.398040,0.542714,1
0.403015,0.542714,1
0.407990,0.542714,1
0.412965,0.542714,1
0.417940,0.542714,1
0.422915,0.542714,1
0.427889,0.542714,1
0.432864,0.542714,1
0.437839,0.542714,1
0.442814,0.542714,1
0.447789,0.542714,1
0.452764,0.542714,1
0.457739,0.542714,1
0.462714,0.542714,1
0.467688,0.542714,1
0.472663,0.542714,1
0.477638,0.542714,1
0.482613,0.542714,1
0.487588,0.542714,1
0.492563,0.542714,1
0.497538,0.542714,1
0.502513,0.542714,1
0.507487,0.542714,1
0.512462,0.542714,1
0.517437,0.542714,1
0.522412,0.542714,1
0.527387,0.542714,1
0.532362,0.542714,2
0.537337,0.542714,2
0.542312,0.542714,2
0.547286,0.542714,2
0.552261,0.542714,2
0.557236,0.542714,2
0.562211,0.542714,2
0.567186,0.542714,2
0.572161,0.542714,2
0.577136,0.542714,2
0.582111,0.542714,2
0.587085,0.542714,2
0.592060,0.542714,2
0.597035,0.542714,2
0.602010,0.542714,2
0.606985,0.542714,2
0.611960,0.542714,2
0.616935,0.542714,2
0.621910,0.542714,2
0.626884,0.542714,2
0.631859,0.542714,2
0.636834,0.542714,2
0.641809,0.542714,2
0.646784,0.542714,2
0.651759,0.542714,2
0.656734,0.542714,2
0.661709,0.542714,2
0.666683,0.542714,2
0.671658,0.542714,2
0.676633,0.542714,2
0.681608,0.542714,2
0.686583,0.542714,2
0.691558,0.542714,2
0.696533,0.542714,2
0.701508,0.542714,2
0.706482,0.542714,2
0.711457,0.542714,2
0.716432,0.542714,2
0.721407,0.542714,2
0.726382,0.542714,2
0.731357,0.542714,2
0.736332,0.542714,2
0.741307,0.542714,2
0.746281,0.542714,2
0.751256,0.542714,2
0.756231,0.542714,2
0.761206,0.542714,2
0.766181,0.542714,2
0.771156,0.542714,2
0.776131,0.542714,2
0.781106,0.542714,2
0.786080,0.542714,2
0.791055,0.542714,2
0.796030,0.542714,2
0.801005,0.542714,2
0.805980,0.542714,2
0.810955,0.542714,2
0.815930,0.542714,2
0.820905,0.542714,2
0.825879,0.542714,2
0.830854,0.542714,2
0.835829,0.542714,2
0.840804,0.542714,2
0.845779,0.542714,2
0.850754,0.542714,2
0.855729,0.542714,2
0.860704,0.542714,2
0.865678,0.542714,2
0.870653,0.542714,2
0.875628,0.542714,2
0.880603,0.542714,2
0.885578,0.542714,2
0.890553,0.542714,2
0.895528,0.542714,2
0.900503,0.542714,2
0.905477,0.542714,2
0.910452,0.542714,2
0.915427,0.542714,2
0.920402,0.542714,2
0.925377,0.542714,2
0.930352,0.542714,2
0.935327,0.542714,2
0.940302,0.542714,2
0.945276,0.542714,2
0.950251,0.542714,2
0.955226,0.542714,2
0.960201,0.542714,2
0.965176,0.542714,2
0.970151,0.542714,2
0.975126,0.542714,2
0.980101,0.542714,2
0.985075,0.542714,2
0.990050,0.542714,2
0.995025,0.542714,2
1.000000,0.542714,2
0.010000,0.557789,2
0.014975,0.557789,2
0.019950,0.557789,2
0.024925,0.557789,2
0.029899,0.557789,2
0.034874,0.557789,2
0.039849,0.557789,2
0.044824,0.557789,2
0.049799,0.557789,2
0.054774,0.557789,2
0.059749,0.557789,2
0.064724,0.557789,2
0.069698,0.557789,2
0.074673,0.557789,2
0.079648,0.557789,2
0.084623,0.557789,2
0.089598,0.557789,2
0.094573,0.557789,2
0.099548,0.557789,2
0.104523,0.557789,2
0.109497,0.557789,2
0.114472,0.557789,2
0.119447,0.557789,1
0.124422,0.557789,1
0.129397,0.557789,1
0.134372,0.557789,1
0.139347,0.557789,1
0.144322,0.557789,1
0.149296,0.557789,1
0.154271,0.557789,1
0.159246,0.557789,1
0.164221,0.557789,1
0.169196,0.557789,1
0.174171,0.557789,1
0.179146,0.557789,1
0.184121,0.557789,1
0.189095,0.557789,1
0.194070,0.557789,1
0.199045,0.557789,1
0.204020,0.557789,1
0.208995,0.557789,1
0.213970,0.557789,1
0.218945,0.557789,1
0.223920,0.557789,1
0.228894,0.557789,1
0.233869,0.557789,1
0.238844,0.557789,1
0.243819,0.557789,1
0.248794,0.557789,1
0.253769,0.557789,1
0.258744,0.557789,1
0.263719,0.557789,1
0.268693,0.557789,1
0.273668,0.557789,1
0.278643,0.557789,1
0.283618,0.557789,1
0.288593,0.557789,1
0.293568,0.557789,1
0.298543,0.557789,1
0.303518,0.557789,1
0.308492,0.557789,1
0.313467,0.557789,1
0.318442,0.557789,1
0.323417,0.557789,1
0.328392,0.557789,1
0.333367,0.557789,1
0.338342,0.557789,1
0.343317,0.557789,1
0.348291,0.557789,1
0.353266,0.557789,1
0.358241,0.557789,1
0.363216,0.557789,1
0.368191,0.557789,1
0.373166,0.557789,1
0.378141,0.557789,1
0.383116,0.557789,1
0.388090,0.557789,1
0.393065,0.557789,1
0.398040,0.557789,1
0.403015,0.557789,1
0.407990,0.557789,1
0.412965,0.557789,1
0.417940,0.557789,1
0.422915,0.557789,1
0.427889,0.557789,1
0.432864,0.557789,1
0.437839,0.557789,1
0.442814,0.557789,1
0.447789,0.557789,1
0.452764,0.557789,1
0.457739,0.557789,1
0.462714,0.557789,1
0.467688,0.557789,1
0.472663,0.557789,1
0.477638,0.557789,1
0.482613,0.557789,1
0.487588,0.557789,1
0.492563,0.557789,1
0.497538,0.557789,1
0.502513,0.557789,1
0.507487,0.557789,1
0.512462,0.557789,1
0.517437,0.557789,1
0.522412,0.557789,1
0.527387,0.557789,1
0.532362,0.557789,1
0.537337,0.557789,1
0.542312,0.557789,2
0.547286,0.557789,2
0.552261,0.557789,2
0.557236,0.557789,2
0.562211,0.557789,2
0.567186,0.557789,2
0.572161,0.557789,2
0.577136,0.557789,2
0.582111,0.557789,2
0.587085,0.557789,2
0.592060,0.557789,2
0.597035,0.557789,2
0.602010,0.557789,2
0.606985,0.557789,2
0.611960,0.557789,2
0.616935,0.557789,2
0.621910,0.557789,2
0.626884,0.557789,2
0.631859,0.557789,2
0.636834,0.557789,2
0.641809,0.557789,2
0.646784,0.557789,2
0.651759,0.557789,2
0.656734,0.557789,2
0.661709,0.557789,2
0.666683,0.557789,2
0.671658,0.557789,2
0.676633,0.557789,2
0.681608,0.557789,2
0.686583,0.557789,2
0.691558,0.557789,2
0.696533,0.557789,2
0.701508,0.557789,2
0.706482,0.557789,2
0.711457,0.557789,2
0.716432,0.557789,2
0.721407,0.557789,2
0.726382,0.557789,2
0.731357,0.557789,2
0.736332,0.557789,2
0.741307,0.557789,2
0.746281,0.557789,2
0.751256,0.557789,2
0.756231,0.557789,2
0.761206,0.557789,2
0.766181,0.557789,2
0.771156,0.557789,2
0.776131,0.557789,2
0.781106,0.557789,2
0.786080,0.557789,2
0.791055,0.557789,2
0.796030,0.557789,2
0.801005,0.557789,2
0.805980,0.557789,2
0.810955,0.557789,2
0.815930,0.557789,2
0.820905,0.557789,2
0.825879,0.557789,2
0.830854,0.557789,2
0.835829,0.557789,2
0.840804,0.557789,2
0.845779,0.557789,2
0.850754,0.557789,2
0.855729,0.557789,2
0.860704,0.557789,2
0.865678,0.557789,2
0.870653,0.557789,2
0.875628,0.557789,2
0.880603,0.557789,2
0.885578,0.557789,2
0.890553,0.557789,2
0.895528,0.557789,2
0.900503,0.557789,2
0.905477,0.557789,2
0.910452,0.557789,2
0.915427,0.557789,2
0.920402,0.557789,2
0.925377,0.557789,2
0.930352,0.557789,2
0.935327,0.557789,2
0.940302,0.557789,2
0.945276,0.557789,2
0.950251,0.557789,2
0.955226,0.557789,2
0.960201,0.557789,2
0.965176,0.557789,2
0.970151,0.557789,2
0.975126,0.557789,2
0.980101,0.557789,2
0.985075,0.557789,2
0.990050,0.557789,2
0.995025,0.557789,2
1.000000,0.557789,2
0.010000,0.572864,2
0.014975,0.572864,2
0.019950,0.572864,2
0.024925,0.572864,2
0.029899,0.572864,2
0.034874,0.572864,2
0.039849,0.572864,2
0.044824,0.572864,2
0.049799,0.572864,2
0.054774,0.572864,2
0.059749,0.572864,2
0.064724,0.572864,2
0.069698,0.572864,2
0.074673,0.572864,2
0.079648,0.572864,2
0.084623,0.572864,2
0.089598,0.572864,2
0.094573,0.572864,2
0.099548,0.572864,2
0.104523,0.572864,2
0.109497,0.572864,2
0.114472,0.572864,2
0.119447,0.572864,1
0.124422,0.572864,1
0.129397,0.572864,1
0.134372,0.572864,1
0.139347,0.572864,1
0.144322,0.572864,1
0.149296,0.572864,1
0.154271,0.572864,1
0.159246,0.572864,1
0.164221,0.572864,1
0.169196,0.572864,1
0.174171,0.572864,1
0.179146,0.572864,1
0.184121,0.572864,1
0.189095,0.572864,1
0.194070,0.572864,1
0.199045,0.572864,1
0.204020,0.572864,1
0.208995,0.572864,1
0.213970,0.572864,1
0.218945,0.572864,1
0.223920,0.572864,1
0.228894,0.572864,1
0.233869,0.572864,1
0.238844,0.572864,1
0.243819,0.572864,1
0.248794,0.572864,1
0.253769,0.572864,1
0.258744,0.572864,1
0.263719,0.572864,1
0.268693,0.572864,1
0.273668,0.572864,1
0.278643,0.572864,1
0.283618,0.572864,1
0.288593,0.572864,1
0.293568,0.572864,1
0.298543,0.572864,1
0.303518,0.572864,1
0.308492,0.572864,1
0.313467,0.572864,1
0.318442,0.572864,1
0.323417,0.572864,1
0.328392,0.572864,1
0.333367,0.572864,1
0.338342,0.572864,1
0.343317,0.572864,1
0.348291,0.572864,1
0.353266,0.572864,1
0.358241,0.572864,1
0.363216,0.572864,1
0.368191,0.572864,1
0.373166,0.572864,1
0.378141,0.572864,1
0.383116,0.572864,1
0.388090,0.572864,1
0.393065,0.572864,1
0.398040,0.572864,1
0.403015,0.572864,1
0.407990,0.572864,1
0.412965,0.572864,1
0.417940,0.572864,1
0.422915,0.572864,1
0.427889,0.572864,1
0.432864,0.572864,1
0.437839,0.572864,1
0.442814,0.572864,1
0.447789,0.572864,1
0.452764,0.572864,1
0.457739,0.572864,1
0.462714,0.572864,1
0.467688,0.572864,1
0.472663,0.572864,1
0.477638,0.572864,1
0.482613,0.572864,1
0.487588,0.572864,1
0.492563,0.572864,1
0.497538,0.572864,1
0.502513,0.572864,1
0.507487,0.572864,1
0.512462,0.572864,1
0.517437,0.572864,1
0.522412,0.572864,1
0.527387,0.572864,1
0.532362,0.572864,1
0.537337,0.572864,1
0.542312,0.572864,1
0.547286,0.572864,1
0.552261,0.572864,2
0.557236,0.572864,2
0.562211,0.572864,2
0.567186,0.572864,2
0.572161,0.572864,2
0.577136,0.572864,2
0.582111,0.572864,2
0.587085,0.572864,2
0.592060,0.572864,2
0.597035,0.572864,2
0.602010,0.572864,2
0.606985,0.572864,2
0.611960,0.572864,2
0.616935,0.572864,2
0.621910,0.572864,2
0.626884,0.572864,2
0.631859,0.572864,2
0.636834,0.572864,2
0.641809,0.572864,2
0.646784,0.572864,2
0.651759,0.572864,2
0.656734,0.572864,2
0.661709,0.572864,2
0.666683,0.572864,2
0.671658,0.572864,2
0.676633,0.572864,2
0.681608,0.572864,2
0.686583,0.572864,2
0.691558,0.572864,2
0.696533,0.572864,2
0.701508,0.572864,2
0.706482,0.572864,2
0.711457,0.572864,2
0.716432,0.572864,2
0.721407,0.572864,2
0.726382,0.572864,2
0.731357,0.572864,2
0.736332,0.572864,2
0.741307,0.572864,2
0.746281,0.572864,2
0.751256,0.572864,2
0.756231,0.572864,2
0.761206,0.572864,2
0.766181,0.572864,2
0.771156,0.572864,2
0.776131,0.572864,2
0.781106,0.572864,2
0.786080,0.572864,2
0.791055,0.572864,2
0.796030,0.572864,2
0.801005,0.572864,2
0.805980,0.572864,2
0.810955,0.572864,2
0.815930,0.572864,2
0.820905,0.572864,2
0.825879,0.572864,2
0.830854,0.572864,2
0.835829,0.572864,2
0.840804,0.572864,2
0.845779,0.572864,2
0.850754,0.572864,2
0.855729,0.572864,2
0.860704,0.572864,2
0.865678,0.572864,2
0.870653,0.572864,2
0.875628,0.572864,2
0.880603,0.572864,2
0.885578,0.572864,2
0.890553,0.572864,2
0.895528,0.572864,2
0.900503,0.572864,2
0.905477,0.572864,2
0.910452,0.572864,2
0.915427,0.572864,2
0.920402,0.572864,2
0.925377,0.572864,2
0.930352,0.572864,2
0.935327,0.572864,2
0.940302,0.572864,2
0.945276,0.572864,2
0.950251,0.572864,2
0.955226,0.572864,2
0.960201,0.572864,2
0.965176,0.572864,2
0.970151,0.572864,2
0.975126,0.572864,2
0.980101,0.572864,2
0.985075,0.572864,2
0.990050,0.572864,2
0.995025,0.572864,2
1.000000,0.572864,2
0.010000,0.587940,2
0.014975,0.587940,2
0.019950,0.587940,2
0.024925,0.587940,2
0.029899,0.587940,2
0.034874,0.587940,2
0.039849,0.587940,2
0.044824,0.587940,2
0.049799,0.587940,2
0.054774,0.587940,2
0.059749,0.587940,2
0.064724,0.587940,2
0.069698,0.587940,2
0.074673,0.587940,2
0.079648,0.587940,2
0.084623,0.587940,2
0.089598,0.587940,2
0.094573,0.587940,2
0.099548,0.587940,2
0.104523,0.587940,2
0.109497,0.587940,2
0.114472,0.587940,1
0.119447,0.587940,1
0.124422,0.587940,1
0.129397,0.587940,1
0.134372,0.587940,1
0.139347,0.587940,1
0.144322,0.587940,1
0.149296,0.587940,1
0.154271,0.587940,1
0.159246,0.587940,1
0.164221,0.587940,1
0.169196,0.587940,1
0.174171,0.587940,1
0.179146,0.587940,1
0.184121,0.587940,1
0.189095,0.587940,1
0.194070,0.587940,1
0.199045,0.587940,1
0.204020,0.587940,1
0.208995,0.587940,1
0.213970,0.587940,1
0.218945,0.587940,1
0.223920,0.587940,1
0.228894,0.587940,1
0.233869,0.587940,1
0.238844,0.587940,1
0.243819,0.587940,1
0.248794,0.587940,1
0.253769,0.587940,1
0.258744,0.587940,1
0.263719,0.587940,1
0.268693,0.587940,1
0.273668,0.587940,1
0.278643,0.587940,1
0.283618,0.587940,1
0.288593,0.587940,1
0.293568,0.587940,1
0.298543,0.587940,1
0.303518,0.587940,1
0.308492,0.587940,1
0.313467,0.587940,1
0.318442,0.587940,1
0.323417,0.587940,1
0.328392,0.587940,1
0.333367,0.587940,1
0.338342,0.587940,1
0.343317,0.587940,1
0.348291,0.587940,1
0.353266,0.587940,1
0.358241,0.587940,1
0.363216,0.587940,1
0.368191,0.587940,1
0.373166,0.587940,1
0.378141,0.587940,1
0.383116,0.587940,1
0.388090,0.587940,1
0.393065,0.587940,1
0.398040,0.587940,1
0.403015,0.587940,1
0.407990,0.587940,1
0.412965,0.587940,1
0.417940,0.587940,1
0.422915,0.587940,1
0.427889,0.587940,1
0.432864,0.587940,1
0.437839,0.587940,1
0.442814,0.587940,1
0.447789,0.587940,1
0.452764,0.587940,1
0.457739,0.587940,1
0.462714,0.587940,1
0.467688,0.587940,1
0.472663,0.587940,1
0.477638,0.587940,1
0.482613,0.587940,1
0.487588,0.587940,1
0.492563,0.587940,1
0.497538,0.587940,1
0.502513,0.587940,1
0.507487,0.587940,1
0.512462,0.587940,1
0.517437,0.587940,1
0.522412,0.587940,1
0.527387,0.587940,1
0.532362,0.587940,1
0.537337,0.587940,1
0.542312,0.587940,1
0.547286,0.587940,1
0.552261,0.587940,1
0.557236,0.587940,1
0.562211,0.587940,2
0.567186,0.587940,2
0.572161,0.587940,2
0.577136,0.587940,2
0.582111,0.587940,2
0.587085,0.587940,2
0.592060,0.587940,2
0.597035,0.587940,2
0.602010,0.587940,2
0.606985,0.587940,2
0.611960,0.587940,2
0.616935,0.587940,2
0.621910,0.587940,2
0.626884,0.587940,2
0.631859,0.587940,2
0.636834,0.587940,2
0.641809,0.587940,2
0.646784,0.587940,2
0.651759,0.587940,2
0.656734,0.587940,2
0.661709,0.587940,2
0.666683,0.587940,2
0.671658,0.587940,2
0.676633,0.587940,2
0.681608,0.587940,2
0.686583,0.587940,2
0.691558,0.587940,2
0.696533,0.587940,2
0.701508,0.587940,2
0.706482,0.587940,2
0.711457,0.587940,2
0.716432,0.587940,2
0.721407,0.587940,2
0.726382,0.587940,2
0.731357,0.587940,2
0.736332,0.587940,2
0.741307,0.587940,2
0.746281,0.587940,2
0.751256,0.587940,2
0.756231,0.587940,2
0.761206,0.587940,2
0.766181,0.587940,2
0.771156,0.587940,2
0.776131,0.587940,2
0.781106,0.587940,2
0.786080,0.587940,2
0.791055,0.587940,2
0.796030,0.587940,2
0.801005,0.587940,2
0.805980,0.587940,2
0.810955,0.587940,2
0.815930,0.587940,2
0.820905,0.587940,2
0.825879,0.587940,2
0.830854,0.587940,2
0.835829,0.587940,2
0.840804,0.587940,2
0.845779,0.587940,2
0.850754,0.587940,2
0.855729,0.587940,2
0.860704,0.587940,2
0.865678,0.587940,2
0.870653,0.587940,2
0.875628,0.587940,2
0.880603,0.587940,2
0.885578,0.587940,2
0.890553,0.587940,2
0.895528,0.587940,2
0.900503,0.587940,2
0.905477,0.587940,2
0.910452,0.587940,2
0.915427,0.587940,2
0.920402,0.587940,2
0.925377,0.587940,2
0.930352,0.587940,2
0.935327,0.587940,2
0.940302,0.587940,2
0.945276,0.587940,2
0.950251,0.587940,2
0.955226,0.587940,2
0.960201,0.587940,2
0.965176,0.587940,2
0.970151,0.587940,2
0.975126,0.587940,2
0.980101,0.587940,2
0.985075,0.587940,2
0.990050,0.587940,2
0.995025,0.587940,2
1.000000,0.587940,2
0.010000,0.603015,2
0.014975,0.603015,2
0.019950,0.603015,2
0.024925,0.603015,2
0.029899,0.603015,2
0.034874,0.603015,2
0.039849,0.603015,2
0.044824,0.603015,2
0.049799,0.603015,2
0.054774,0.603015,2
0.059749,0.603015,2
0.064724,0.603015,2
0.069698,0.603015,2
0.074673,0.603015,2
0.079648,0.603015,2
0.084623,0.603015,2
0.089598,0.603015,2
0.094573,0.603015,2
0.099548,0.603015,2
0.104523,0.603015,2
0.109497,0.603015,2
0.114472,0.603015,1
0.119447,0.603015,1
0.124422,0.603015,1
0.129397,0.603015,1
0.134372,0.603015,1
0.139347,0.603015,1
0.144322,0.603015,1
0.149296,0.603015,1
0.154271,0.603015,1
0.159246,0.603015,1
0.164221,0.603015,1
0.169196,0.603015,1
0.174171,0.603015,1
0.179146,0.603015,1
0.184121,0.603015,1
0.189095,0.603015,1
0.194070,0.603015,1
0.199045,0.603015,1
0.204020,0.603015,1
0.208995,0.603015,1
0.213970,0.603015,1
0.218945,0.603015,1
0.223920,0.603015,1
0.228894,0.603015,1
0.233869,0.603015,1
0.238844,0.603015,1
0.243819,0.603015,1
0.248794,0.603015,1
0.253769,0.603015,1
0.258744,0.603015,1
0.263719,0.603015,1
0.268693,0.603015,1
0.273668,0.603015,1
0.278643,0.603015,1
0.283618,0.603015,1
0.288593,0.603015,1
0.293568,0.603015,1
0.298543,0.603015,1
0.303518,0.603015,1
0.308492,0.603015,1
0.313467,0.603015,1
0.318442,0.603015,1
0.323417,0.603015,1
0.328392,0.603015,1
0.333367,0.603015,1
0.338342,0.603015,1
0.343317,0.603015,1
0.348291,0.603015,1
0.353266,0.603015,1
0.358241,0.603015,1
0.363216,0.603015,1
0.368191,0.603015,1
0.373166,0.603015,1
0.378141,0.603015,1
0.383116,0.603015,1
0.388090,0.603015,1
0.393065,0.603015,1
0.398040,0.603015,1
0.403015,0.603015,1
0.407990,0.603015,1
0.412965,0.603015,1
0.417940,0.603015,1
0.422915,0.603015,1
0.427889,0.603015,1
0.432864,0.603015,1
0.437839,0.603015,1
0.442814,0.603015,1
0.447789,0.603015,1
0.452764,0.603015,1
0.457739,0.603015,1
0.462714,0.603015,1
0.467688,0.603015,1
0.472663,0.603015,1
0.477638,0.603015,1
0.482613,0.603015,1
0.487588,0.603015,1
0.492563,0.603015,1
0.497538,0.603015,1
0.502513,0.603015,1
0.507487,0.603015,1
0.512462,0.603015,1
0.517437,0.603015,1
0.522412,0.603015,1
0.527387,0.603015,1
0.532362,0.603015,1
0.537337,0.603015,1
0.542312,0.603015,1
0.547286,0.603015,1
0.552261,0.603015,1
0.557236,0.603015,1
0.562211,0.603015,1
0.567186,0.603015,1
0.572161,0.603015,1
0.577136,0.603015,2
0.582111,0.603015,2
0.587085,0.603015,2
0.592060,0.603015,2
0.597035,0.603015,2
0.602010,0.603015,2
0.606985,0.603015,2
0.611960,0.603015,2
0.616935,0.603015,2
0.621910,0.603015,2
0.626884,0.603015,2
0.631859,0.603015,2
0.636834,0.603015,2
0.641809,0.603015,2
0.646784,0.603015,2
0.651759,0.603015,2
0.656734,0.603015,2
0.661709,0.603015,2
0.666683,0.603015,2
0.671658,0.603015,2
0.676633,0.603015,2
0.681608,0.603015,2
0.686583,0.603015,2
0.691558,0.603015,2
0.696533,0.603015,2
0.701508,0.603015,2
0.706482,0.603015,2
0.711457,0.603015,2
0.716432,0.603015,2
0.721407,0.603015,2
0.726382,0.603015,2
0.731357,0.603015,2
0.736332,0.603015,2
0.741307,0.603015,2
0.746281,0.603015,2
0.751256,0.603015,2
0.756231,0.603015,2
0.761206,0.603015,2
0.766181,0.603015,2
0.771156,0.603015,2
0.776131,0.603015,2
0.781106,0.603015,2
0.786080,0.603015,2
0.791055,0.603015,2
0.796030,0.603015,2
0.801005,0.603015,2
0.805980,0.603015,2
0.810955,0.603015,2
0.815930,0.603015,2
0.820905,0.603015,2
0.825879,0.603015,2
0.830854,0.603015,2
0.835829,0.603015,2
0.840804,0.603015,2
0.845779,0.603015,2
0.850754,0.603015,2
0.855729,0.603015,2
0.860704,0.603015,2
0.865678,0.603015,2
0.870653,0.603015,2
0.875628,0.603015,2
0.880603,0.603015,2
0.885578,0.603015,2
0.890553,0.603015,2
0.895528,0.603015,2
0.900503,0.603015,2
0.905477,0.603015,2
0.910452,0.603015,2
0.915427,0.603015,2
0.920402,0.603015,2
0.925377,0.603015,2
0.930352,0.603015,2
0.935327,0.603015,2
0.940302,0.603015,2
0.945276,0.603015,2
0.950251,0.603015,2
0.955226,0.603015,2
0.960201,0.603015,2
0.965176,0.603015,2
0.970151,0.603015,2
0.975126,0.603015,2
0.980101,0.603015,2
0.985075,0.603015,2
0.990050,0.603015,2
0.995025,0.603015,2
1.000000,0.603015,2
0.010000,0.618090,2
0.014975,0.618090,2
0.019950,0.618090,2
0.024925,0.618090,2
0.029899,0.618090,2
0.034874,0.618090,2
0.039849,0.618090,2
0.044824,0.618090,2
0.049799,0.618090,2
0.054774,0.618090,2
0.059749,0.618090,2
0.064724,0.618090,2
0.069698,0.618090,2
0.074673,0.618090,2
0.079648,0.618090,2
0.084623,0.618090,2
0.089598,0.618090,2
0.094573,0.618090,2
0.099548,0.618090,2
0.104523,0.618090,2
0.109497,0.618090,2
0.114472,0.618090,1
0.119447,0.618090,1
0.124422,0.618090,1
0.129397,0.618090,1
0.134372,0.618090,1
0.139347,0.618090,1
0.144322,0.618090,1
0.149296,0.618090,1
0.154271,0.618090,1
0.159246,0.618090,1
0.164221,0.618090,1
0.169196,0.618090,1
0.174171,0.618090,1
0.179146,0.618090,1
0.184121,0.618090,1
0.189095,0.618090,1
0.194070,0.618090,1
0.199045,0.618090,1
0.204020,0.618090,1
0.208995,0.618090,1
0.213970,0.618090,1
0.218945,0.618090,1
0.223920,0.618090,1
0.228894,0.618090,1
0.233869,0.618090,1
0.238844,0.618090,1
0.243819,0.618090,1
0.248794,0.618090,1
0.253769,0.618090,1
0.258744,0.618090,1
0.263719,0.618090,1
0.268693,0.618090,1
0.273668,0.618090,1
0.278643,0.618090,1
0.283618,0.618090,1
0.288593,0.618090,1
0.293568,0.618090,1
0.298543,0.618090,1
0.303518,0.618090,1
0.308492,0.618090,1
0.313467,0.618090,1
0.318442,0.618090,1
0.323417,0.618090,1
0.328392,0.618090,1
0.333367,0.618090,1
0.338342,0.618090,1
0.343317,0.618090,1
0.348291,0.618090,1
0.353266,0.618090,1
0.358241,0.618090,1
0.363216,0.618090,1
0.368191,0.618090,1
0.373166,0.618090,1
0.378141,0.618090,1
0.383116,0.618090,1
0.388090,0.618090,1
0.393065,0.618090,1
0.398040,0.618090,1
0.403015,0.618090,1
0.407990,0.618090,1
0.412965,0.618090,1
0.417940,0.618090,1
0.422915,0.618090,1
0.427889,0.618090,1
0.432864,0.618090,1
0.437839,0.618090,1
0.442814,0.618090,1
0.447789,0.618090,1
0.452764,0.618090,1
0.457739,0.618090,1
0.462714,0.618090,1
0.467688,0.618090,1
0.472663,0.618090,1
0.477638,0.618090,1
0.482613,0.618090,1
0.487588,0.618090,1
0.492563,0.618090,1
0.497538,0.618090,1
0.502513,0.618090,1
0.507487,0.618090,1
0.512462,0.618090,1
0.517437,0.618090,1
0.522412,0.618090,1
0.527387,0.618090,1
0.532362,0.618090,1
0.537337,0.618090,1
0.542312,0.618090,1
0.547286,0.618090,1
0.552261,0.618090,1
0.557236,0.618090,1
0.562211,0.618090,1
0.567186,0.618090,1
0.572161,0.618090,1
0.577136,0.618090,1
0.582111,0.618090,1
0.587085,0.618090,2
0.592060,0.618090,2
0.597035,0.618090,2
0.602010,0.618090,2
0.606985,0.618090,2
0.611960,0.618090,2
0.616935,0.618090,2
0.621910,0.618090,2
0.626884,0.618090,2
0.631859,0.618090,2
0.636834,0.618090,2
0.641809,0.618090,2
0.646784,0.618090,2
0.651759,0.618090,2
0.656734,0.618090,2
0.661709,0.618090,2
0.666683,0.618090,2
